Participant	reactionTime	CuedHalf	Alignment	participant	Probability
14	0.5921967299372126	Bottom	Aligned	14	25cueTarget
15	0.6560475567813617	Bottom	Aligned	15	25cueTarget
16	0.7882175430767044	Bottom	Aligned	16	25cueTarget
17	0.5811866102009363	Bottom	Aligned	17	25cueTarget
18	1.1369893123692743	Bottom	Aligned	18	25cueTarget
19	0.5309243280147818	Bottom	Aligned	19	25cueTarget
20	0.5235185231504147	Bottom	Aligned	20	25cueTarget
1	1.0002528256246526	Bottom	MisAligned	1	25cueTarget
2	2.0919124837528216	Bottom	MisAligned	2	25cueTarget
3	0.894745807677585	Bottom	MisAligned	3	25cueTarget
4	0.495334008289736	Bottom	MisAligned	4	25cueTarget
5	0.94839469536835	Bottom	MisAligned	5	25cueTarget
6	0.6430978708291756	Bottom	MisAligned	6	25cueTarget
7	0.6291073691369092	Bottom	MisAligned	7	25cueTarget
8	1.1077336016073787	Bottom	MisAligned	8	25cueTarget
9	0.735373445314508	Bottom	MisAligned	9	25cueTarget
10	1.3571764787678726	Bottom	MisAligned	10	25cueTarget
11	0.45302188248533637	Bottom	MisAligned	11	25cueTarget
12	0.6870574459300971	Bottom	MisAligned	12	25cueTarget
13	1.5619536413006634	Bottom	MisAligned	13	25cueTarget
14	0.7076809842360995	Bottom	MisAligned	14	25cueTarget
15	0.5134035108428514	Bottom	MisAligned	15	25cueTarget
16	0.7253701598672609	Bottom	MisAligned	16	25cueTarget
17	0.6731085878952349	Bottom	MisAligned	17	25cueTarget
18	1.2439813986077752	Bottom	MisAligned	18	25cueTarget
19	0.5482653552761703	Bottom	MisAligned	19	25cueTarget
20	0.4183474668107616	Bottom	MisAligned	20	25cueTarget
1	0.5860562966765177	Top	Aligned	1	75cueTarget
2	0.8883442474363148	Top	Aligned	2	75cueTarget
3	0.3973317185851296	Top	Aligned	3	75cueTarget
4	1.3086953401589734	Top	Aligned	4	75cueTarget
5	0.4471658659468376	Top	Aligned	5	75cueTarget
6	0.3741881102293738	Top	Aligned	6	75cueTarget
7	0.33449919639160725	Top	Aligned	7	75cueTarget
8	0.8037813417579075	Top	Aligned	8	75cueTarget
9	0.4860361143807495	Top	Aligned	9	75cueTarget
10	1.0305290773011013	Top	Aligned	10	75cueTarget
11	0.39664461809433443	Top	Aligned	11	75cueTarget
12	0.5491027238975741	Top	Aligned	12	75cueTarget
13	0.7744070959150824	Top	Aligned	13	75cueTarget
14	0.5608321816568301	Top	Aligned	14	75cueTarget
15	0.36282437889522046	Top	Aligned	15	75cueTarget
16	0.4301949402058978	Top	Aligned	16	75cueTarget
17	0.6948082008024066	Top	Aligned	17	75cueTarget
18	1.1224373404847112	Top	Aligned	18	75cueTarget
19	0.42336578555878696	Top	Aligned	19	75cueTarget
20	0.5036944722406977	Top	Aligned	20	75cueTarget
1	0.6204734841982523	Top	MisAligned	1	75cueTarget
2	1.3041075418295804	Top	MisAligned	2	75cueTarget
3	0.5261701358682419	Top	MisAligned	3	75cueTarget
4	1.0311256245723683	Top	MisAligned	4	75cueTarget
5	0.4951644457734864	Top	MisAligned	5	75cueTarget
6	0.3853625371355105	Top	MisAligned	6	75cueTarget
7	0.38315072889135837	Top	MisAligned	7	75cueTarget
8	0.8607334760838735	Top	MisAligned	8	75cueTarget
9	0.5745588996532882	Top	MisAligned	9	75cueTarget
10	0.9947908188338943	Top	MisAligned	10	75cueTarget
11	0.4026265397754157	Top	MisAligned	11	75cueTarget
12	0.6312781666169156	Top	MisAligned	12	75cueTarget
13	0.7891594549811478	Top	MisAligned	13	75cueTarget
14	0.5604473203108434	Top	MisAligned	14	75cueTarget
15	0.39243673616920977	Top	MisAligned	15	75cueTarget
16	0.48510968914755936	Top	MisAligned	16	75cueTarget
17	0.6152516931250643	Top	MisAligned	17	75cueTarget
18	1.010100531753922	Top	MisAligned	18	75cueTarget
19	0.43939768818184394	Top	MisAligned	19	75cueTarget
20	0.48753557581094037	Top	MisAligned	20	75cueTarget
1	0.5329079202181611	Bottom	Aligned	1	75cueTarget
2	0.7388062538431898	Bottom	Aligned	2	75cueTarget
3	0.776866697195496	Bottom	Aligned	3	75cueTarget
4	0.5726872845780235	Bottom	Aligned	4	75cueTarget
5	0.3786677398920647	Bottom	Aligned	5	75cueTarget
6	0.3863401857776713	Bottom	Aligned	6	75cueTarget
7	0.39092505141390776	Bottom	Aligned	7	75cueTarget
8	1.0082787125580943	Bottom	Aligned	8	75cueTarget
9	0.35334504946116463	Bottom	Aligned	9	75cueTarget
10	0.6917124877614333	Bottom	Aligned	10	75cueTarget
11	0.4402608376349543	Bottom	Aligned	11	75cueTarget
12	0.8588119490766609	Bottom	Aligned	12	75cueTarget
13	0.5453867277573063	Bottom	Aligned	13	75cueTarget
14	0.3664234451628848	Bottom	Aligned	14	75cueTarget
15	0.5427741437594966	Bottom	Aligned	15	75cueTarget
16	0.959307428289051	Bottom	Aligned	16	75cueTarget
17	0.4860792536754161	Bottom	Aligned	17	75cueTarget
18	0.9646705680344374	Bottom	Aligned	18	75cueTarget
19	0.5742908257748934	Bottom	Aligned	19	75cueTarget
20	0.4230811636872305	Bottom	Aligned	20	75cueTarget
1	0.5539677721262387	Bottom	MisAligned	1	75cueTarget
2	0.7529410805797212	Bottom	MisAligned	2	75cueTarget
3	0.6884246698618257	Bottom	MisAligned	3	75cueTarget
4	0.8059639526486704	Bottom	MisAligned	4	75cueTarget
5	0.39987081040046674	Bottom	MisAligned	5	75cueTarget
6	0.35254184030684976	Bottom	MisAligned	6	75cueTarget
7	0.5352400719879173	Bottom	MisAligned	7	75cueTarget
8	1.06422196235201	Bottom	MisAligned	8	75cueTarget
9	0.3819979346704061	Bottom	MisAligned	9	75cueTarget
10	0.6872330726622321	Bottom	MisAligned	10	75cueTarget
11	0.47522762253868417	Bottom	MisAligned	11	75cueTarget
12	0.927450635688158	Bottom	MisAligned	12	75cueTarget
13	0.5630395807043681	Bottom	MisAligned	13	75cueTarget
14	0.3738686785214476	Bottom	MisAligned	14	75cueTarget
15	0.57512171492195	Bottom	MisAligned	15	75cueTarget
16	0.8020944048197894	Bottom	MisAligned	16	75cueTarget
17	0.5136536229647212	Bottom	MisAligned	17	75cueTarget
18	1.2132479880440639	Bottom	MisAligned	18	75cueTarget
19	0.5593709717897645	Bottom	MisAligned	19	75cueTarget
20	0.5481965652787305	Bottom	MisAligned	20	75cueTarget
